availability,location,total_sqft,bath,balcony,price,size_filled,price_per_sqft
Ready To Move,Babusapalaya,1453.0,2.0,2.0,43.59,3 BHK,3000.0
Ready To Move,Munivenkatppa Layout,1550.0,2.0,3.0,160.0,2 BHK,10322.58064516129
Ready To Move,Akshaya Nagar,1666.0,3.0,2.0,95.0,3 BHK,5702.280912364946
Ready To Move,Akshaya Nagar,1410.0,4.0,2.0,160.0,4 BHK,11347.517730496455
Not Ready To Move,Yelahanka,4025.0,5.0,3.0,800.0,4 BHK,19875.77639751553
Ready To Move,Murugeshpalya,1845.0,3.0,3.0,91.0,3 BHK,4932.249322493225
Ready To Move,Sarjapura - Attibele Road,1676.0,3.0,3.0,52.0,3 BHK,3102.6252983293557
Not Ready To Move,Uttarahalli,1137.0,2.0,1.0,63.0,2 BHK,5540.8970976253295
Ready To Move,Electronic City,1360.0,2.0,1.0,70.5,3 BHK,5183.823529411765
Ready To Move,Vijaya Bank Layout,1374.0,2.0,2.0,70.0,3 BHK,5094.614264919942
Ready To Move,Judicial Layout,1700.0,3.0,2.0,155.0,3 BHK,9117.64705882353
Ready To Move,Whitefield,3227.0,5.0,0.0,250.0,5 BHK,7747.133560582584
Ready To Move,Ferrar Nagar,2145.0,4.0,2.0,125.0,4 BHK,5827.505827505827
Ready To Move,Koramangala,2400.0,6.0,3.0,600.0,4 BHK,25000.0
Not Ready To Move,Kasavanhalli,2170.0,3.0,2.0,151.0,3 BHK,6958.52534562212
Ready To Move,Bank Of Baroda Colony,1080.0,2.0,1.0,55.0,2 BHK,5092.592592592592
Ready To Move,Electronic City Phase II,1790.0,3.0,3.0,100.0,3 BHK,5586.592178770949
Ready To Move,Doddathoguru,550.0,1.0,1.0,17.0,1 BHK,3090.909090909091
Ready To Move,Poorna Pragna Layout,1270.0,2.0,2.0,50.79,3 BHK,3999.212598425197
Ready To Move,Somasundara Palya,1033.0,2.0,2.0,48.0,2 BHK,4646.660212971927
Ready To Move,Kamala Nagar,1000.0,2.0,1.0,80.0,2 BHK,8000.0
Not Ready To Move,Binny Pete,2940.0,6.0,2.0,280.0,4 BHK,9523.809523809523
Ready To Move,Kumarapalli,1240.0,2.0,2.0,52.6,2 BHK,4241.935483870968
Ready To Move,Kasturi Nagar,1650.0,5.0,1.0,450.0,5 BHK,27272.727272727272
Ready To Move,Kambipura,883.0,2.0,1.0,39.0,2 BHK,4416.761041902605
Not Ready To Move,Outer Ring Road East,1500.0,2.0,0.0,97.0,3 BHK,6466.666666666667
Ready To Move,Marathahalli,1730.0,3.0,3.0,139.0,3 BHK,8034.682080924856
Ready To Move,Kasavanhalli,1915.0,3.0,3.0,80.0,3 BHK,4177.545691906005
Ready To Move,Whitefield,1545.0,3.0,2.0,79.0,3 BHK,5113.26860841424
Not Ready To Move,Marenahalli,1865.0,4.0,2.0,140.0,3 BHK,7506.702412868633
Ready To Move,Hebbal Kempapura,1150.0,2.0,2.0,40.0,2 BHK,3478.2608695652175
Not Ready To Move,HAL 3rd Stage,1200.0,2.0,2.0,49.0,2 BHK,4083.3333333333335
Ready To Move,Kengeri,963.0,2.0,2.0,40.0,2 BHK,4153.686396677051
Ready To Move,Marsur,1200.0,3.0,1.0,120.0,3 BHK,10000.0
Ready To Move,Basavangudi,2600.0,4.0,3.0,260.0,4 BHK,10000.0
Ready To Move,Kaikondrahalli,1700.0,4.0,2.0,108.0,4 BHK,6352.941176470588
Ready To Move,Lingadheeranahalli,1682.0,3.0,1.0,120.0,3 BHK,7134.36385255648
Ready To Move,Yelahanka,1371.0,2.0,2.0,65.0,3 BHK,4741.064916119621
Not Ready To Move,Hennur Road,901.0,2.0,1.0,49.5,2 BHK,5493.895671476138
Ready To Move,Ambalipura,1730.0,3.0,1.0,120.0,3 BHK,6936.416184971098
Ready To Move,Konanakunte,1200.0,4.0,0.0,125.0,4 BHK,10416.666666666666
Ready To Move,EPIP Zone,1500.0,3.0,3.0,102.0,3 BHK,6800.0
Ready To Move,Sarjapur  Road,3785.0,6.0,2.0,280.0,4 BHK,7397.622192866578
Ready To Move,Nagawara Junction,3500.0,4.0,2.0,245.0,4 BHK,7000.0
Ready To Move,Lingarajapuram,1203.0,2.0,1.0,59.86,2 BHK,4975.893599334996
Ready To Move,Horamavu Banaswadi,1357.0,2.0,2.0,54.0,2 BHK,3979.3662490788506
Ready To Move,Vasantha Vallabha Nagar,1600.0,3.0,2.0,76.0,3 BHK,4750.0
Ready To Move,Yelahanka New Town,350.0,1.0,1.0,13.5,1 BHK,3857.1428571428573
Ready To Move,Varthur,1665.0,3.0,1.0,53.0,3 BHK,3183.1831831831832
Ready To Move,Ramamurthy Nagar,1400.0,3.0,3.0,200.0,3 BHK,14285.714285714286
Ready To Move,Sarjapur  Road,835.0,1.0,1.0,46.95,1 BHK,5622.754491017964
Ready To Move,Chandra Layout,815.0,3.0,2.0,160.0,2 BHK,19631.9018404908
Ready To Move,Haralur Road,1444.0,2.0,1.0,80.0,3 BHK,5540.16620498615
Ready To Move,Kanakapura,1277.0,2.0,2.0,55.0,2 BHK,4306.969459671104
Ready To Move,Lingadheeranahalli,1521.0,3.0,1.0,94.71,3 BHK,6226.824457593689
Ready To Move,Maithri Layout,1134.0,2.0,1.0,40.0,2 BHK,3527.336860670194
Ready To Move,Vasanthapura,995.0,2.0,1.0,34.82,2 BHK,3499.497487437186
Ready To Move,Old Madras Road,2760.0,5.0,2.0,157.0,3 BHK,5688.405797101449
Ready To Move,Marathahalli,1325.0,1.0,1.0,92.0,2 BHK,6943.396226415094
Ready To Move,Marathahalli,1525.0,3.0,2.0,90.0,3 BHK,5901.639344262295
Not Ready To Move,Raja Rajeshwari Nagar 5th Stage,1320.0,2.0,2.0,73.0,3 BHK,5530.30303030303
Ready To Move,Electronics City Phase 1,650.0,1.0,1.0,23.0,1 BHK,3538.4615384615386
Ready To Move,Old Airport Road,1858.0,2.0,1.0,167.0,3 BHK,8988.15931108719
Not Ready To Move,Electronic City,1150.0,2.0,1.0,38.0,2 BHK,3304.3478260869565
Ready To Move,Electronic City Phase II,769.0,2.0,1.0,40.0,2 BHK,5201.560468140442
Ready To Move,Electronic City,1571.0,3.0,2.0,105.0,3 BHK,6683.64099299809
Ready To Move,Hennur Road,1445.0,3.0,1.0,86.56,3 BHK,5990.311418685121
Ready To Move,Hosur Road,1590.0,2.0,2.0,135.0,3 BHK,8490.566037735849
Ready To Move,Bommasandra,902.0,2.0,2.0,49.0,2 BHK,5432.372505543237
Not Ready To Move,Sarjapur,2238.0,3.0,1.0,140.0,3 BHK,6255.585344057194
Not Ready To Move,Electronic City,1090.0,2.0,1.0,31.49,2 BHK,2888.9908256880735
Ready To Move,Yelahanka,1712.0,3.0,3.0,82.0,3 BHK,4789.719626168225
Ready To Move,Haralur Road,1088.0,2.0,1.0,68.0,2 BHK,6250.0
Ready To Move,Somasundara Palya,1575.0,3.0,3.0,63.1,3 BHK,4006.3492063492063
Ready To Move,Kundalahalli,1920.0,3.0,2.0,150.0,3 BHK,7812.5
Ready To Move,Margondanahalli,1000.0,2.0,0.0,57.0,2 BHK,5700.0
Not Ready To Move,Chennammana Kere,1100.0,2.0,2.0,56.1,2 BHK,5100.0
Ready To Move,Electronic City,1089.0,2.0,2.0,45.0,2 BHK,4132.231404958678
Ready To Move,Horamavu Agara,1106.0,2.0,1.0,43.09,2 BHK,3896.021699819168
Not Ready To Move,Kengeri,927.0,2.0,2.0,37.0,2 BHK,3991.3700107874865
Ready To Move,Kanakpura Road,1339.0,2.0,2.0,58.0,2 BHK,4331.59073935773
Not Ready To Move,Thanisandra,923.0,1.0,1.0,45.69,1 BHK,4950.162513542795
Not Ready To Move,Sarjapur  Road,2900.0,3.0,2.0,285.0,3 BHK,9827.586206896553
Ready To Move,Lakshminarayana Pura,1175.0,2.0,2.0,75.0,2 BHK,6382.978723404255
Ready To Move,Thubarahalli,975.0,2.0,1.0,55.0,2 BHK,5641.025641025641
Ready To Move,Hebbal,2400.0,4.0,1.0,180.0,3 BHK,7500.0
Ready To Move,Subramanyapura,1330.0,3.0,2.0,72.0,3 BHK,5413.533834586467
Not Ready To Move,Thanisandra,1183.0,2.0,1.0,59.74,2 BHK,5049.873203719358
Ready To Move,Harlur,1758.0,3.0,2.0,133.0,3 BHK,7565.415244596132
Ready To Move,Nagarbhavi,1200.0,3.0,2.0,265.0,3 BHK,22083.333333333332
Not Ready To Move,Hebbal,1255.0,2.0,1.0,77.68,3 BHK,6189.641434262949
Ready To Move,Nagadevanahalli,600.0,4.0,2.0,110.0,3 BHK,18333.333333333332
Ready To Move,Pai Layout,1100.0,2.0,2.0,50.0,2 BHK,4545.454545454545
Not Ready To Move,Ramamurthy Nagar,1170.0,2.0,2.0,46.8,2 BHK,4000.0
Ready To Move,Vayunandana Layout,2400.0,5.0,2.0,120.0,5 BHK,5000.0
Ready To Move,Raja Rajeshwari Nagar,1530.0,3.0,3.0,51.77,3 BHK,3383.6601307189544
Not Ready To Move,Hebbal,1420.0,2.0,2.0,107.0,2 BHK,7535.211267605634
Ready To Move,Geetanjali Layout,1200.0,4.0,2.0,300.0,4 BHK,25000.0
Not Ready To Move,Kanakpura Road,1591.0,3.0,1.0,115.0,3 BHK,7228.158390949088
Ready To Move,7th Phase JP Nagar,1680.0,3.0,2.0,120.0,3 BHK,7142.857142857143
Ready To Move,Kenchenhalli,675.0,3.0,1.0,52.0,2 BHK,7703.7037037037035
Not Ready To Move,Hoodi,1055.0,2.0,1.0,57.63,2 BHK,5462.559241706161
Ready To Move,Iblur Village,1918.0,3.0,2.0,129.0,3 BHK,6725.7559958289885
Not Ready To Move,Sarjapur  Road,1280.0,2.0,1.0,76.0,2 BHK,5937.5
Ready To Move,Nagarbhavi,1560.0,3.0,3.0,66.0,3 BHK,4230.7692307692305
Ready To Move,Sarjapur  Road,1145.0,2.0,2.0,49.5,2 BHK,4323.144104803493
Ready To Move,Talaghattapura,2106.0,3.0,2.0,126.0,3 BHK,5982.9059829059825
Ready To Move,"EPIP AREA, WHITEFIELD",1801.0,3.0,2.0,139.0,3 BHK,7717.9344808439755
Ready To Move,Seegehalli,1200.0,5.0,3.0,120.0,5 BHK,10000.0
Ready To Move,Rajaji Nagar,1718.0,3.0,2.0,288.0,2 BHK,16763.678696158324
Not Ready To Move,Whitefield,1306.0,3.0,2.0,54.65,3 BHK,4184.532924961715
Not Ready To Move,Hebbal,1320.0,2.0,1.0,92.0,2 BHK,6969.69696969697
Ready To Move,1st Stage Domlur,1350.0,2.0,2.0,65.0,3 BHK,4814.814814814815
Ready To Move,"RMV extension stage 2, rmv extension",2990.0,4.0,2.0,324.0,4 BHK,10836.120401337792
Ready To Move,Kalyan nagar,3800.0,5.0,3.0,300.0,4 BHK,7894.736842105263
Ready To Move,Bannerghatta Road,1344.0,2.0,1.0,42.0,3 BHK,3125.0
Ready To Move,Bannerghatta Road,1893.0,3.0,2.0,100.0,3 BHK,5282.620179609086
Ready To Move,Chandapura,1107.0,2.0,1.0,43.0,3 BHK,3884.3721770551037
Ready To Move,Lakshminarayana Pura,1190.0,2.0,1.0,75.0,2 BHK,6302.5210084033615
Ready To Move,Whitefield,1000.0,2.0,1.0,35.0,2 BHK,3500.0
Ready To Move,Kalhalli,2400.0,2.0,1.0,160.0,2 BHK,6666.666666666667
Ready To Move,Kumaraswami Layout,1000.0,2.0,1.0,48.5,2 BHK,4850.0
Ready To Move,Jalahalli,2113.0,3.0,2.0,155.0,3 BHK,7335.541883577851
Ready To Move,KR Puram,1100.0,2.0,1.0,46.0,2 BHK,4181.818181818182
Ready To Move,Sector 2 HSR Layout,1200.0,4.0,1.0,160.0,5 BHK,13333.333333333334
Ready To Move,Harlur,1884.0,4.0,2.0,120.0,4 BHK,6369.426751592357
Ready To Move,Electronic City,1110.0,2.0,1.0,40.0,2 BHK,3603.6036036036035
Ready To Move,Kudlu,1027.0,2.0,2.0,43.0,2 BHK,4186.952288218111
Not Ready To Move,Tavarekere,1250.0,3.0,2.0,40.0,3 BHK,3200.0
Ready To Move,Sarjapur  Road,1470.0,3.0,0.0,62.0,3 BHK,4217.687074829932
Not Ready To Move,Kamakshipalya,1150.0,2.0,1.0,75.0,2 BHK,6521.739130434783
Ready To Move,Hadosiddapura,1200.0,3.0,2.0,165.0,3 BHK,13750.0
Not Ready To Move,Kudlu Gate,703.0,1.0,1.0,52.0,1 BHK,7396.870554765292
Ready To Move,Vijaya Bank Colony,1400.0,2.0,2.0,62.0,3 BHK,4428.571428571428
Ready To Move,Bellandur,1195.0,2.0,2.0,51.0,2 BHK,4267.782426778243
Ready To Move,Narayanapura,1302.0,2.0,1.0,69.1,2 BHK,5307.219662058371
Not Ready To Move,Begur Road,1583.0,3.0,1.0,74.4,3 BHK,4699.936828806065
Ready To Move,Kumarapalli,1488.0,2.0,3.0,60.0,3 BHK,4032.2580645161293
Ready To Move,Lakshmi Layout,600.0,5.0,2.0,85.0,4 BHK,14166.666666666666
Not Ready To Move,Kammasandra,1385.0,2.0,2.0,34.63,3 BHK,2500.361010830325
Ready To Move,Whitefield,3262.0,4.0,2.0,260.0,4 BHK,7970.570202329859
Not Ready To Move,Electronic City,1600.0,3.0,2.0,104.0,3 BHK,6500.0
Ready To Move,Old Airport Road,1150.0,2.0,1.0,90.0,2 BHK,7826.086956521739
Ready To Move,Sarjapur  Road,1263.0,2.0,1.0,78.0,2 BHK,6175.771971496437
Not Ready To Move,Kanakpura Road,1299.0,2.0,2.0,85.0,2 BHK,6543.4949961508855
Ready To Move,Banashankari,1330.0,2.0,1.0,78.0,2 BHK,5864.661654135339
Not Ready To Move,Devanahalli,1282.0,2.0,2.0,52.43,3 BHK,4089.703588143526
Ready To Move,"JP Nagar 8th Phase, ",1853.0,3.0,2.0,82.0,3 BHK,4425.256341068538
Ready To Move,Kachanayakanahalli,861.0,2.0,1.0,35.0,2 BHK,4065.040650406504
Ready To Move,Bannerghatta Road,1600.0,3.0,2.0,95.0,3 BHK,5937.5
Ready To Move,Nagaraja Garden,1256.0,2.0,1.0,62.8,2 BHK,5000.0
Ready To Move,Tejaswini Nagar,1390.0,2.0,2.0,80.0,3 BHK,5755.395683453237
Ready To Move,Ashwath Nagar,1550.0,2.0,2.0,90.0,3 BHK,5806.451612903225
Ready To Move,Hebbal,919.0,2.0,1.0,49.0,2 BHK,5331.882480957563
Not Ready To Move,Margondanahalli,1625.0,3.0,0.0,80.0,3 BHK,4923.076923076923
Ready To Move,Gunjur,1195.0,2.0,2.0,44.0,2 BHK,3682.0083682008367
Ready To Move,Yelenahalli,1159.0,2.0,1.0,60.0,2 BHK,5176.8766177739435
Not Ready To Move,Whitefield,1386.0,3.0,1.0,57.46,3 BHK,4145.743145743146
Ready To Move,Harlur,1197.0,2.0,1.0,79.0,2 BHK,6599.832915622389
Not Ready To Move,Old Airport Road,2690.0,4.0,3.0,191.0,4 BHK,7100.371747211896
Not Ready To Move,Bommasandra,1295.0,2.0,1.0,50.28,3 BHK,3882.6254826254826
Not Ready To Move,Huskur,1310.0,2.0,1.0,37.83,3 BHK,2887.7862595419847
Not Ready To Move,Whitefield,1132.0,2.0,1.0,79.28,2 BHK,7003.533568904593
Ready To Move,6th block Koramangala,2350.0,3.0,2.0,400.0,3 BHK,17021.27659574468
Ready To Move,4th Block Koramangala,2400.0,4.0,2.0,500.0,4 BHK,20833.333333333332
Not Ready To Move,Hebbal,1645.0,3.0,2.0,135.0,3 BHK,8206.686930091186
Not Ready To Move,Whitefield,1200.0,2.0,1.0,45.84,2 BHK,3820.0
Ready To Move,Whitefield,3000.0,4.0,0.0,330.0,4 BHK,11000.0
Ready To Move,Marathahalli,1937.0,3.0,2.0,140.0,3 BHK,7227.671657201859
Ready To Move,Doddathoguru,1015.0,2.0,2.0,33.5,2 BHK,3300.4926108374384
Ready To Move,Nagadevanahalli,1080.0,2.0,2.0,39.0,2 BHK,3611.1111111111113
Ready To Move,Kathriguppe,1350.0,2.0,2.0,80.99,3 BHK,5999.259259259258
Not Ready To Move,Kengeri Satellite Town,1149.0,2.0,2.0,29.0,3 BHK,2523.933855526545
Ready To Move,Kothanur,1185.0,2.0,2.0,59.0,2 BHK,4978.9029535864975
Ready To Move,Domlur,1720.0,3.0,1.0,135.0,3 BHK,7848.837209302325
Ready To Move,Hebbal,2080.0,3.0,3.0,175.0,3 BHK,8413.461538461539
Ready To Move,Tindlu,1500.0,3.0,1.0,87.0,3 BHK,5800.0
Ready To Move,Yelahanka,1566.0,3.0,2.0,97.0,3 BHK,6194.125159642401
Ready To Move,Rajaji Nagar,2386.0,3.0,2.0,334.0,3 BHK,13998.323554065382
Ready To Move,KSRTC Layout,1500.0,4.0,0.0,110.0,4 BHK,7333.333333333333
Ready To Move,KR Puram,1290.0,2.0,1.0,49.02,2 BHK,3800.0
Not Ready To Move,"JP nagar 9th Phase, ",1531.0,3.0,2.0,72.0,3 BHK,4702.808621815807
Ready To Move,Keshava Nagar,1839.0,3.0,3.0,165.0,3 BHK,8972.26753670473
Ready To Move,Dollars Layout,4200.0,4.0,1.0,760.0,4 BHK,18095.238095238095
Not Ready To Move,Electronic City Phase II,1400.0,2.0,2.0,40.43,3 BHK,2887.8571428571427
Ready To Move,Electronic City,550.0,1.0,1.0,15.0,2 BHK,2727.2727272727275
Ready To Move,Whitefield,1140.0,2.0,2.0,39.0,2 BHK,3421.0526315789475
Ready To Move,Banashankari Stage III,2000.0,4.0,0.0,100.0,4 BHK,5000.0
Ready To Move,Kaval Byrasandra,1100.0,2.0,1.0,46.0,2 BHK,4181.818181818182
Ready To Move,Vignana Nagar,1200.0,2.0,2.0,55.0,2 BHK,4583.333333333333
Not Ready To Move,Bannerghatta,1618.0,3.0,1.0,68.0,3 BHK,4202.719406674907
Not Ready To Move,Whitefield,2830.0,5.0,2.0,160.0,4 BHK,5653.7102473498235
Ready To Move,Uttarahalli,1315.0,2.0,2.0,74.0,3 BHK,5627.376425855513
Ready To Move,Anandapura,1141.0,2.0,1.0,42.75,2 BHK,3746.7134092900965
Ready To Move,AECS Layout,1080.0,2.0,2.0,55.0,2 BHK,5092.592592592592
Ready To Move,HBR Layout,1200.0,2.0,2.0,60.0,2 BHK,5000.0
Ready To Move,Varthur,1111.0,2.0,2.0,41.88,2 BHK,3769.57695769577
Ready To Move,NGR Layout,1022.0,2.0,1.0,45.9,2 BHK,4491.19373776908
Ready To Move,Bannerghatta Road,1275.0,2.0,2.0,65.0,2 BHK,5098.0392156862745
Ready To Move,4th Block Jayanagar,900.0,2.0,1.0,70.0,2 BHK,7777.777777777777
Ready To Move,Rachenahalli,1224.0,2.0,3.0,39.2,2 BHK,3202.614379084968
Ready To Move,Battarahalli,1135.0,2.0,3.0,43.0,2 BHK,3788.546255506608
Ready To Move,Rachenahalli,1050.0,2.0,2.0,52.1,2 BHK,4961.9047619047615
Ready To Move,Kudlu Gate,1535.0,3.0,2.0,86.0,3 BHK,5602.605863192182
Not Ready To Move,Nagavarapalya,1392.0,2.0,1.0,130.0,2 BHK,9339.080459770115
Ready To Move,Bellandur,1050.0,2.0,2.0,72.0,2 BHK,6857.142857142857
Not Ready To Move,Hosa Road,1513.0,3.0,1.0,103.0,3 BHK,6807.666886979511
Ready To Move,Gottigere,1621.0,3.0,3.0,72.0,3 BHK,4441.702652683529
Ready To Move,Bannerghatta Road,892.0,2.0,1.0,39.0,2 BHK,4372.197309417041
Ready To Move,Whitefield,1205.0,2.0,1.0,40.0,2 BHK,3319.5020746887967
Not Ready To Move,Hebbal,1355.0,3.0,2.0,83.87,3 BHK,6189.667896678967
Ready To Move,2nd Block Hrbr Layout,1250.0,5.0,2.0,300.0,5 BHK,24000.0
Ready To Move,Karnataka Shabarimala,1200.0,6.0,3.0,70.0,4 BHK,5833.333333333333
Ready To Move,Indira Nagar,1400.0,2.0,2.0,168.0,2 BHK,12000.0
Not Ready To Move,Kengeri,726.0,2.0,1.0,35.0,2 BHK,4820.936639118458
Ready To Move,Singena Agrahara,1500.0,3.0,2.0,149.0,3 BHK,9933.333333333334
Ready To Move,Hebbal,3895.0,4.0,2.0,405.0,4 BHK,10397.946084724004
Not Ready To Move,Horamavu Agara,1079.0,2.0,2.0,41.0,2 BHK,3799.8146431881373
Ready To Move,Begur Road,1170.0,2.0,2.0,46.0,2 BHK,3931.6239316239316
Ready To Move,Doddathoguru,1104.0,2.0,2.0,39.0,2 BHK,3532.608695652174
Ready To Move,Kanakpura Road,950.0,2.0,1.0,45.0,2 BHK,4736.8421052631575
Ready To Move,Hormavu,4818.0,4.0,3.0,390.0,4 BHK,8094.64508094645
Ready To Move,Canara Bank Colony,1650.0,2.0,1.0,52.0,3 BHK,3151.5151515151515
Not Ready To Move,Kogilu,1559.0,3.0,2.0,127.0,3 BHK,8146.247594611931
Ready To Move,Hanumagiri,1100.0,2.0,1.0,38.0,2 BHK,3454.5454545454545
Ready To Move,Benson Town,1750.0,3.0,3.0,150.0,3 BHK,8571.42857142857
Not Ready To Move,Ramagondanahalli,1215.0,2.0,1.0,45.5,2 BHK,3744.855967078189
Not Ready To Move,Talaghattapura,1868.0,3.0,1.0,135.0,3 BHK,7226.980728051391
Not Ready To Move,Electronic City,1130.0,2.0,1.0,32.63,2 BHK,2887.610619469027
Ready To Move,Kanakpura Road,1570.0,3.0,3.0,64.5,3 BHK,4108.28025477707
Ready To Move,Sarjapur  Road,1691.0,3.0,1.0,98.0,3 BHK,5795.38734476641
Ready To Move,Ardendale,4355.0,3.0,1.0,350.0,5 BHK,8036.739380022962
Not Ready To Move,Hulimavu,1225.0,2.0,2.0,55.0,2 BHK,4489.7959183673465
Ready To Move,JP Nagar,1690.0,3.0,2.0,112.0,3 BHK,6627.218934911242
Ready To Move,Thigalarapalya,1418.0,2.0,2.0,103.0,2 BHK,7263.7517630465445
Ready To Move,Kasturi Nagar,1896.0,3.0,1.0,125.0,4 BHK,6592.827004219409
Not Ready To Move,Sonnenahalli,605.0,1.0,1.0,40.0,1 BHK,6611.570247933884
Ready To Move,Begur Road,800.0,5.0,2.0,95.0,5 BHK,11875.0
Ready To Move,Electronic City Phase II,900.0,2.0,2.0,32.5,2 BHK,3611.1111111111113
Ready To Move,Cholanayakanahalli,750.0,2.0,0.0,50.0,1 BHK,6666.666666666667
Ready To Move,Hoodi,780.0,3.0,1.0,62.0,3 BHK,7948.717948717948
Ready To Move,Ananth Nagar,908.0,2.0,1.0,26.0,2 BHK,2863.4361233480176
Ready To Move,Thanisandra,3216.0,4.0,1.0,226.0,4 BHK,7027.363184079602
Ready To Move,BEML Layout,2400.0,4.0,1.0,225.0,5 BHK,9375.0
Ready To Move,Iblur Village,1400.0,2.0,2.0,68.0,2 BHK,4857.142857142857
Ready To Move,Kudlu,1092.0,2.0,2.0,44.0,2 BHK,4029.3040293040294
Ready To Move,Hulimavu,1255.0,2.0,2.0,74.0,2 BHK,5896.414342629482
Ready To Move,Electronic City,1500.0,2.0,1.0,100.0,3 BHK,6666.666666666667
Not Ready To Move,Thanisandra,1296.0,2.0,2.0,72.0,2 BHK,5555.555555555556
Ready To Move,Horamavu Banaswadi,925.0,2.0,3.0,38.0,2 BHK,4108.108108108108
Ready To Move,Raja Rajeshwari Nagar,1023.0,2.0,2.0,42.0,2 BHK,4105.571847507332
Ready To Move,Seshadripuram,600.0,3.0,2.0,75.0,2 BHK,12500.0
Not Ready To Move,Thanisandra,1020.0,2.0,1.0,44.5,2 BHK,4362.745098039216
Not Ready To Move,Choodasandra,1530.0,3.0,2.0,77.0,3 BHK,5032.679738562091
Ready To Move,Gubbalala,1650.0,3.0,2.0,71.0,3 BHK,4303.030303030303
Ready To Move,Vijaya Bank Layout,1605.0,2.0,3.0,85.0,3 BHK,5295.95015576324
Ready To Move,Hosakerehalli,1925.0,2.0,1.0,50.0,2 BHK,2597.4025974025976
Ready To Move,Kogilu,1190.0,2.0,2.0,50.66,2 BHK,4257.142857142857
Ready To Move,Jakkur,1374.0,3.0,2.0,68.0,3 BHK,4949.0538573508
Ready To Move,6th Phase JP Nagar,1140.0,2.0,2.0,65.0,2 BHK,5701.754385964912
Ready To Move,Green Glen Layout,1725.0,3.0,2.0,130.0,3 BHK,7536.231884057971
Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,50.0,3 BHK,4651.162790697675
Ready To Move,Kannamangala,1574.0,3.0,1.0,93.34,3 BHK,5930.114358322745
Ready To Move,Sanjay nagar,965.0,1.0,1.0,32.0,1 BHK,3316.062176165803
Ready To Move,Marathahalli,1550.0,3.0,2.0,83.0,3 BHK,5354.8387096774195
Ready To Move,Akshayanagara West,1205.0,2.0,2.0,60.0,2 BHK,4979.253112033195
Ready To Move,Kambipura,1082.0,2.0,1.0,55.0,3 BHK,5083.179297597043
Ready To Move,Uttarahalli,1215.0,2.0,2.0,52.85,3 BHK,4349.794238683127
Ready To Move,Hebbal,2483.0,5.0,2.0,230.0,4 BHK,9262.988320579943
Not Ready To Move,Prasanth Extension,1200.0,3.0,1.0,46.14,2 BHK,3845.0
Ready To Move,Chikkathoguru,1500.0,1.0,1.0,19.5,1 BHK,1300.0
Not Ready To Move,1st Block Koramangala,2360.0,4.0,2.0,600.0,4 BHK,25423.728813559323
Ready To Move,Ardendale,3198.0,4.0,2.0,250.0,4 BHK,7817.385866166354
Ready To Move,Kanakpura Road,1452.0,3.0,3.0,60.98,3 BHK,4199.724517906336
Not Ready To Move,Electronic City Phase II,1329.0,2.0,2.0,41.0,3 BHK,3085.0263355906695
Ready To Move,Doctors Layout,1125.0,2.0,1.0,44.0,2 BHK,3911.1111111111113
Ready To Move,Anand nagar,1200.0,2.0,0.0,70.0,2 BHK,5833.333333333333
Ready To Move,Sarjapur  Road,1350.0,3.0,3.0,39.97,3 BHK,2960.740740740741
Not Ready To Move,Hebbal,2600.0,3.0,2.0,195.0,3 BHK,7500.0
Ready To Move,West of Chord Road,1200.0,2.0,1.0,160.0,2 BHK,13333.333333333334
Not Ready To Move,Electronic City Phase II,1220.0,3.0,1.0,35.23,3 BHK,2887.7049180327863
Ready To Move,Pai Layout,1255.0,2.0,1.0,80.0,2 BHK,6374.501992031873
Ready To Move,Keshava Nagar,1904.0,3.0,3.0,155.0,3 BHK,8140.756302521008
Ready To Move,Somasundara Palya,1329.0,2.0,2.0,70.0,2 BHK,5267.11813393529
Ready To Move,Chandapura,1200.0,2.0,1.0,60.0,2 BHK,5000.0
Ready To Move,Murugeshpalya,2135.0,3.0,2.0,160.0,3 BHK,7494.145199063232
Ready To Move,Ramakrishnappa Layout,2770.0,4.0,3.0,315.0,3 BHK,11371.841155234657
Not Ready To Move,"Hoodi Circle, ",813.0,1.0,1.0,39.0,1 BHK,4797.047970479704
Ready To Move,Junnasandra,3884.0,4.0,3.0,240.0,4 BHK,6179.196704428425
Ready To Move,Doddaballapur,3876.0,3.0,1.0,300.0,3 BHK,7739.938080495356
Ready To Move,Kalena Agrahara,800.0,2.0,2.0,30.0,2 BHK,3750.0
Ready To Move,Handenahalli,4750.0,2.0,1.0,120.0,4 BHK,2526.315789473684
Ready To Move,Hormavu,1500.0,3.0,3.0,70.0,3 BHK,4666.666666666667
Ready To Move,Bannerghatta Road,1880.0,3.0,2.0,95.0,3 BHK,5053.191489361702
Ready To Move,Electronic City,1440.0,2.0,2.0,55.0,3 BHK,3819.4444444444443
Ready To Move,Akshaya Nagar,1575.0,3.0,2.0,90.0,3 BHK,5714.285714285715
Ready To Move,Banagiri Nagar,1630.0,2.0,2.0,97.78,3 BHK,5998.773006134969
Ready To Move,Yelahanka,1180.0,3.0,1.0,55.0,3 BHK,4661.016949152542
Ready To Move,Nagadevanahalli,1090.0,2.0,1.0,36.0,2 BHK,3302.7522935779816
Ready To Move,NGR Layout,1020.0,2.0,2.0,48.45,2 BHK,4750.0
